vendor_id,quarter,segment,arr_estimate_m,level_band,level_method
V0357,2025Q3,vertical_saas,1.55568,1-3M,web
V0357,2025Q4,vertical_saas,1.686944,1-3M,web
V0358,2023Q1,vertical_saas,10.369836,10-30M,spend
V0358,2023Q2,vertical_saas,11.021606,10-30M,spend
V0358,2023Q3,vertical_saas,13.415664000000001,10-30M,spend
V0358,2023Q4,vertical_saas,14.368829999999997,10-30M,spend
V0358,2024Q1,vertical_saas,18.96532,10-30M,spend
V0358,2024Q2,vertical_saas,15.742604,10-30M,spend
V0358,2024Q3,vertical_saas,17.672558,10-30M,spend
V0358,2024Q4,vertical_saas,19.992338,10-30M,spend
V0358,2025Q1,vertical_saas,17.02301,10-30M,spend
V0358,2025Q2,vertical_saas,18.396708,10-30M,spend
V0358,2025Q3,vertical_saas,18.907762,10-30M,spend
V0358,2025Q4,vertical_saas,18.24582,10-30M,spend
V0359,2023Q1,vertical_saas,38.4,30-100M,jobs
V0359,2023Q2,vertical_saas,40.8,30-100M,jobs
V0359,2023Q3,vertical_saas,45.6,30-100M,jobs
V0359,2023Q4,vertical_saas,48.0,30-100M,jobs
V0359,2024Q1,vertical_saas,52.8,30-100M,jobs
V0359,2024Q2,vertical_saas,0.0,<1M,jobs
V0359,2024Q3,vertical_saas,0.0,<1M,jobs
V0359,2024Q4,vertical_saas,0.0,<1M,jobs
V0359,2025Q1,vertical_saas,0.0,<1M,jobs
V0359,2025Q2,vertical_saas,0.0,<1M,jobs
V0359,2025Q3,vertical_saas,0.0,<1M,jobs
V0359,2025Q4,vertical_saas,0.0,<1M,jobs
V0360,2023Q1,vertical_saas,1.409586,1-3M,spend
V0360,2023Q2,vertical_saas,1.8072760000000003,1-3M,spend
V0360,2023Q3,vertical_saas,1.111268,1-3M,spend
V0360,2023Q4,vertical_saas,1.62029,1-3M,spend
V0360,2024Q1,vertical_saas,1.451042,1-3M,spend
V0360,2024Q2,vertical_saas,1.7564920000000002,1-3M,spend
V0360,2024Q3,vertical_saas,1.368416,1-3M,spend
V0360,2024Q4,vertical_saas,1.093632,1-3M,spend
V0360,2025Q1,vertical_saas,1.283018,1-3M,spend
V0360,2025Q2,vertical_saas,1.2029619999999999,1-3M,spend
V0360,2025Q3,vertical_saas,0.832684,<1M,spend
V0360,2025Q4,vertical_saas,0.85109,<1M,spend
V0361,2023Q1,vertical_saas,0.179536,<1M,web
V0361,2023Q2,vertical_saas,0.222656,<1M,web
V0361,2023Q3,vertical_saas,0.198912,<1M,web
V0361,2023Q4,vertical_saas,0.182336,<1M,web
V0361,2024Q1,vertical_saas,0.248416,<1M,web
V0361,2024Q2,vertical_saas,0.268464,<1M,web
V0361,2024Q3,vertical_saas,0.275968,<1M,web
V0361,2024Q4,vertical_saas,0.32256,<1M,web
V0361,2025Q1,vertical_saas,0.376096,<1M,web
V0361,2025Q2,vertical_saas,0.31584,<1M,web
V0361,2025Q3,vertical_saas,0.337904,<1M,web
V0361,2025Q4,vertical_saas,0.340032,<1M,web
V0362,2023Q1,vertical_saas,0.248304,<1M,web
V0362,2023Q2,vertical_saas,0.223664,<1M,web
V0362,2023Q3,vertical_saas,0.226576,<1M,web
V0362,2023Q4,vertical_saas,0.297248,<1M,web
V0362,2024Q1,vertical_saas,0.3612,<1M,web
V0362,2024Q2,vertical_saas,0.332416,<1M,web
V0362,2024Q3,vertical_saas,0.261744,<1M,web
V0362,2024Q4,vertical_saas,0.331968,<1M,web
V0362,2025Q1,vertical_saas,0.329728,<1M,web
V0362,2025Q2,vertical_saas,0.307552,<1M,web
V0362,2025Q3,vertical_saas,0.300608,<1M,web
V0362,2025Q4,vertical_saas,0.311136,<1M,web
V0363,2023Q1,vertical_saas,0.470512,<1M,web
V0363,2023Q2,vertical_saas,0.398608,<1M,web
V0363,2023Q3,vertical_saas,0.471408,<1M,web
V0363,2023Q4,vertical_saas,0.389648,<1M,web
V0363,2024Q1,vertical_saas,0.423136,<1M,web
V0363,2024Q2,vertical_saas,0.496496,<1M,web
V0363,2024Q3,vertical_saas,0.49784,<1M,web
V0363,2024Q4,vertical_saas,0.586656,<1M,web
V0363,2025Q1,vertical_saas,0.737632,<1M,web
V0363,2025Q2,vertical_saas,,no_data,none
V0363,2025Q3,vertical_saas,,no_data,none
V0363,2025Q4,vertical_saas,,no_data,none
V0364,2023Q1,vertical_saas,36.0,30-100M,jobs
V0364,2023Q2,vertical_saas,38.4,30-100M,jobs
V0364,2023Q3,vertical_saas,36.0,30-100M,jobs
V0364,2023Q4,vertical_saas,43.2,30-100M,jobs
V0364,2024Q1,vertical_saas,48.0,30-100M,jobs
V0364,2024Q2,vertical_saas,57.6,30-100M,jobs
V0364,2024Q3,vertical_saas,55.2,30-100M,jobs
V0364,2024Q4,vertical_saas,69.6,30-100M,jobs
V0364,2025Q1,vertical_saas,67.2,30-100M,jobs
V0364,2025Q2,vertical_saas,69.6,30-100M,jobs
V0364,2025Q3,vertical_saas,81.6,30-100M,jobs
V0364,2025Q4,vertical_saas,88.8,30-100M,jobs
V0365,2023Q1,vertical_saas,0.717472,<1M,web
V0365,2023Q2,vertical_saas,0.72464,<1M,web
V0365,2023Q3,vertical_saas,0.771904,<1M,web
V0365,2023Q4,vertical_saas,0.803824,<1M,web
V0365,2024Q1,vertical_saas,0.88648,<1M,web
V0365,2024Q2,vertical_saas,0.802032,<1M,web
V0365,2024Q3,vertical_saas,0.83216,<1M,web
V0365,2024Q4,vertical_saas,1.017744,1-3M,web
V0365,2025Q1,vertical_saas,0.975632,<1M,web
V0365,2025Q2,vertical_saas,0.887152,<1M,web
V0365,2025Q3,vertical_saas,0.805952,<1M,web
V0365,2025Q4,vertical_saas,0.857136,<1M,web
V0366,2023Q1,vertical_saas,0.222208,<1M,web
V0366,2023Q2,vertical_saas,0.264096,<1M,web
V0366,2023Q3,vertical_saas,0.20104,<1M,web
V0366,2023Q4,vertical_saas,0.229488,<1M,web
V0366,2024Q1,vertical_saas,0.255136,<1M,web
V0366,2024Q2,vertical_saas,0.264544,<1M,web
V0366,2024Q3,vertical_saas,0.299376,<1M,web
V0366,2024Q4,vertical_saas,0.367248,<1M,web
V0366,2025Q1,vertical_saas,0.425152,<1M,web
V0366,2025Q2,vertical_saas,0.36512,<1M,web
V0366,2025Q3,vertical_saas,0.395136,<1M,web
V0366,2025Q4,vertical_saas,0.364112,<1M,web
V0367,2023Q1,vertical_saas,7.2,3-10M,jobs
V0367,2023Q2,vertical_saas,7.2,3-10M,jobs
V0367,2023Q3,vertical_saas,7.2,3-10M,jobs
V0367,2023Q4,vertical_saas,9.6,3-10M,jobs
V0367,2024Q1,vertical_saas,9.6,3-10M,jobs
V0367,2024Q2,vertical_saas,9.6,3-10M,jobs
V0367,2024Q3,vertical_saas,0.0,<1M,jobs
V0367,2024Q4,vertical_saas,0.0,<1M,jobs
V0367,2025Q1,vertical_saas,0.0,<1M,jobs
V0367,2025Q2,vertical_saas,0.0,<1M,jobs
V0367,2025Q3,vertical_saas,0.0,<1M,jobs
V0367,2025Q4,vertical_saas,0.0,<1M,jobs
V0368,2023Q1,vertical_saas,0.469952,<1M,web
V0368,2023Q2,vertical_saas,0.596736,<1M,web
V0368,2023Q3,vertical_saas,0.542304,<1M,web
V0368,2023Q4,vertical_saas,0.644448,<1M,web
V0368,2024Q1,vertical_saas,0.887264,<1M,web
V0368,2024Q2,vertical_saas,1.018416,1-3M,web
V0368,2024Q3,vertical_saas,1.02536,1-3M,web
V0368,2024Q4,vertical_saas,1.068592,1-3M,web
V0368,2025Q1,vertical_saas,1.317232,1-3M,web
V0368,2025Q2,vertical_saas,1.094688,1-3M,web
V0368,2025Q3,vertical_saas,1.098384,1-3M,web
V0368,2025Q4,vertical_saas,1.014944,1-3M,web
V0369,2023Q1,vertical_saas,30.563784000000005,30-100M,spend
V0369,2023Q2,vertical_saas,35.279866,30-100M,spend
V0369,2023Q3,vertical_saas,36.714064,30-100M,spend
V0369,2023Q4,vertical_saas,31.165706,30-100M,spend
V0369,2024Q1,vertical_saas,43.06763,30-100M,spend
V0369,2024Q2,vertical_saas,38.790134,30-100M,spend
V0369,2024Q3,vertical_saas,48.841826,30-100M,spend
V0369,2024Q4,vertical_saas,45.793316,30-100M,spend
V0369,2025Q1,vertical_saas,44.74035,30-100M,spend
V0369,2025Q2,vertical_saas,66.118204,30-100M,spend
V0369,2025Q3,vertical_saas,74.669332,30-100M,spend
V0369,2025Q4,vertical_saas,62.097948,30-100M,spend
V0370,2023Q1,vertical_saas,7.2,3-10M,jobs
V0370,2023Q2,vertical_saas,9.6,3-10M,jobs
V0370,2023Q3,vertical_saas,12.0,10-30M,jobs
V0370,2023Q4,vertical_saas,2.4,1-3M,jobs
V0370,2024Q1,vertical_saas,2.4,1-3M,jobs
V0370,2024Q2,vertical_saas,2.4,1-3M,jobs
V0370,2024Q3,vertical_saas,2.4,1-3M,jobs
V0370,2024Q4,vertical_saas,2.4,1-3M,jobs
V0370,2025Q1,vertical_saas,2.4,1-3M,jobs
V0370,2025Q2,vertical_saas,2.4,1-3M,jobs
V0370,2025Q3,vertical_saas,2.4,1-3M,jobs
V0370,2025Q4,vertical_saas,2.4,1-3M,jobs
V0371,2023Q1,vertical_saas,0.315616,<1M,web
V0371,2023Q2,vertical_saas,0.357616,<1M,web
V0371,2023Q3,vertical_saas,0.267456,<1M,web
V0371,2023Q4,vertical_saas,0.27384,<1M,web
V0371,2024Q1,vertical_saas,0.388192,<1M,web
V0371,2024Q2,vertical_saas,0.303296,<1M,web
V0371,2024Q3,vertical_saas,0.282464,<1M,web
V0371,2024Q4,vertical_saas,0.400064,<1M,web
V0371,2025Q1,vertical_saas,0.353472,<1M,web
V0371,2025Q2,vertical_saas,0.398608,<1M,web
V0371,2025Q3,vertical_saas,0.348544,<1M,web
V0371,2025Q4,vertical_saas,0.409024,<1M,web
V0372,2023Q1,vertical_saas,5.387978,3-10M,spend
V0372,2023Q2,vertical_saas,4.387638,3-10M,spend
V0372,2023Q3,vertical_saas,5.891072,3-10M,spend
V0372,2023Q4,vertical_saas,5.54966,3-10M,spend
V0372,2024Q1,vertical_saas,5.307032,3-10M,spend
V0372,2024Q2,vertical_saas,7.918478,3-10M,spend
V0372,2024Q3,vertical_saas,6.392333999999999,3-10M,spend
V0372,2024Q4,vertical_saas,6.477004,3-10M,spend
V0372,2025Q1,vertical_saas,6.166114,3-10M,spend
V0372,2025Q2,vertical_saas,7.79968,3-10M,spend
V0372,2025Q3,vertical_saas,7.175238,3-10M,spend
V0372,2025Q4,vertical_saas,8.446416,3-10M,spend
V0373,2023Q1,vertical_saas,84.0,30-100M,jobs
V0373,2023Q2,vertical_saas,93.6,30-100M,jobs
V0373,2023Q3,vertical_saas,88.8,30-100M,jobs
V0373,2023Q4,vertical_saas,91.2,30-100M,jobs
V0373,2024Q1,vertical_saas,91.2,30-100M,jobs
V0373,2024Q2,vertical_saas,4.8,3-10M,jobs
V0373,2024Q3,vertical_saas,0.0,<1M,jobs
V0373,2024Q4,vertical_saas,0.0,<1M,jobs
V0373,2025Q1,vertical_saas,0.0,<1M,jobs
V0373,2025Q2,vertical_saas,0.0,<1M,jobs
V0373,2025Q3,vertical_saas,0.0,<1M,jobs
V0373,2025Q4,vertical_saas,0.0,<1M,jobs
V0374,2023Q1,vertical_saas,,no_data,none
V0374,2023Q2,vertical_saas,,no_data,none
V0374,2023Q3,vertical_saas,,no_data,none
V0374,2023Q4,vertical_saas,,no_data,none
V0374,2024Q1,vertical_saas,,no_data,none
V0374,2024Q2,vertical_saas,,no_data,none
V0374,2024Q3,vertical_saas,,no_data,none
V0374,2024Q4,vertical_saas,,no_data,none
V0374,2025Q1,vertical_saas,,no_data,none
V0374,2025Q2,vertical_saas,,no_data,none
V0374,2025Q3,vertical_saas,,no_data,none
V0374,2025Q4,vertical_saas,,no_data,none
V0375,2023Q1,vertical_saas,1.84195,1-3M,spend
V0375,2023Q2,vertical_saas,2.07894,1-3M,spend
V0375,2023Q3,vertical_saas,1.978898,1-3M,spend
V0375,2023Q4,vertical_saas,2.244104,1-3M,spend
V0375,2024Q1,vertical_saas,1.946904,1-3M,spend
V0375,2024Q2,vertical_saas,2.631884,1-3M,spend
V0375,2024Q3,vertical_saas,2.099476,1-3M,spend
V0375,2024Q4,vertical_saas,2.0112,1-3M,spend
V0375,2025Q1,vertical_saas,1.871888,1-3M,spend
V0375,2025Q2,vertical_saas,1.9095619999999998,1-3M,spend
V0375,2025Q3,vertical_saas,0.771382,<1M,spend
V0375,2025Q4,vertical_saas,0.929524,<1M,spend
V0376,2023Q1,vertical_saas,0.287392,<1M,web
V0376,2023Q2,vertical_saas,0.302176,<1M,web
V0376,2023Q3,vertical_saas,0.302288,<1M,web
V0376,2023Q4,vertical_saas,0.396032,<1M,web
V0376,2024Q1,vertical_saas,0.498624,<1M,web
V0376,2024Q2,vertical_saas,0.421232,<1M,web
V0376,2024Q3,vertical_saas,0.587888,<1M,web
V0376,2024Q4,vertical_saas,0.61376,<1M,web
V0376,2025Q1,vertical_saas,0.7224,<1M,web
V0376,2025Q2,vertical_saas,0.863072,<1M,web
V0376,2025Q3,vertical_saas,0.819616,<1M,web
V0376,2025Q4,vertical_saas,0.789264,<1M,web
V0377,2023Q1,vertical_saas,0.8591979999999999,<1M,spend
V0377,2023Q2,vertical_saas,0.94802,<1M,spend
V0377,2023Q3,vertical_saas,1.100892,1-3M,spend
V0377,2023Q4,vertical_saas,1.31163,1-3M,spend
V0377,2024Q1,vertical_saas,1.150394,1-3M,spend
V0377,2024Q2,vertical_saas,1.266236,1-3M,spend
V0377,2024Q3,vertical_saas,1.389984,1-3M,spend
V0377,2024Q4,vertical_saas,1.39367,1-3M,spend
V0377,2025Q1,vertical_saas,1.744464,1-3M,spend
V0377,2025Q2,vertical_saas,1.89775,1-3M,spend
V0377,2025Q3,vertical_saas,1.917254,1-3M,spend
V0377,2025Q4,vertical_saas,1.84842,1-3M,spend
V0378,2023Q1,vertical_saas,0.349104,<1M,web
V0378,2023Q2,vertical_saas,0.397264,<1M,web
V0378,2023Q3,vertical_saas,0.306544,<1M,web
V0378,2023Q4,vertical_saas,0.3892,<1M,web
V0378,2024Q1,vertical_saas,0.35504,<1M,web
V0378,2024Q2,vertical_saas,,no_data,none
V0378,2024Q3,vertical_saas,,no_data,none
V0378,2024Q4,vertical_saas,,no_data,none
V0378,2025Q1,vertical_saas,,no_data,none
V0378,2025Q2,vertical_saas,,no_data,none
V0378,2025Q3,vertical_saas,,no_data,none
V0378,2025Q4,vertical_saas,,no_data,none
V0379,2023Q1,vertical_saas,0.253344,<1M,web
V0379,2023Q2,vertical_saas,0.285936,<1M,web
V0379,2023Q3,vertical_saas,0.308112,<1M,web
V0379,2023Q4,vertical_saas,0.294448,<1M,web
V0379,2024Q1,vertical_saas,0.29848,<1M,web
V0379,2024Q2,vertical_saas,0.298816,<1M,web
V0379,2024Q3,vertical_saas,0.310128,<1M,web
V0379,2024Q4,vertical_saas,0.30632,<1M,web
V0379,2025Q1,vertical_saas,0.341936,<1M,web
V0379,2025Q2,vertical_saas,0.299488,<1M,web
V0379,2025Q3,vertical_saas,0.316288,<1M,web
V0379,2025Q4,vertical_saas,0.303744,<1M,web
V0380,2023Q1,vertical_saas,7.2,3-10M,jobs
V0380,2023Q2,vertical_saas,7.2,3-10M,jobs
V0380,2023Q3,vertical_saas,7.2,3-10M,jobs
V0380,2023Q4,vertical_saas,9.6,3-10M,jobs
V0380,2024Q1,vertical_saas,9.6,3-10M,jobs
V0380,2024Q2,vertical_saas,7.2,3-10M,jobs
V0380,2024Q3,vertical_saas,9.6,3-10M,jobs
V0380,2024Q4,vertical_saas,0.0,<1M,jobs
V0380,2025Q1,vertical_saas,0.0,<1M,jobs
V0380,2025Q2,vertical_saas,0.0,<1M,jobs
V0380,2025Q3,vertical_saas,0.0,<1M,jobs
V0380,2025Q4,vertical_saas,0.0,<1M,jobs
V0381,2023Q1,vertical_saas,9.6,3-10M,jobs
V0381,2023Q2,vertical_saas,12.0,10-30M,jobs
V0381,2023Q3,vertical_saas,14.4,10-30M,jobs
V0381,2023Q4,vertical_saas,14.4,10-30M,jobs
V0381,2024Q1,vertical_saas,16.8,10-30M,jobs
V0381,2024Q2,vertical_saas,14.4,10-30M,jobs
V0381,2024Q3,vertical_saas,16.8,10-30M,jobs
V0381,2024Q4,vertical_saas,16.8,10-30M,jobs
V0381,2025Q1,vertical_saas,0.0,<1M,jobs
V0381,2025Q2,vertical_saas,0.0,<1M,jobs
V0381,2025Q3,vertical_saas,0.0,<1M,jobs
V0381,2025Q4,vertical_saas,0.0,<1M,jobs
V0382,2023Q1,vertical_saas,16.8,10-30M,jobs
V0382,2023Q2,vertical_saas,21.6,10-30M,jobs
V0382,2023Q3,vertical_saas,19.2,10-30M,jobs
V0382,2023Q4,vertical_saas,19.2,10-30M,jobs
V0382,2024Q1,vertical_saas,24.0,10-30M,jobs
V0382,2024Q2,vertical_saas,21.6,10-30M,jobs
V0382,2024Q3,vertical_saas,24.0,10-30M,jobs
V0382,2024Q4,vertical_saas,24.0,10-30M,jobs
V0382,2025Q1,vertical_saas,28.8,10-30M,jobs
V0382,2025Q2,vertical_saas,28.8,10-30M,jobs
V0382,2025Q3,vertical_saas,31.2,30-100M,jobs
V0382,2025Q4,vertical_saas,26.4,10-30M,jobs
V0383,2023Q1,vertical_saas,6.045564,3-10M,spend
V0383,2023Q2,vertical_saas,6.54675,3-10M,spend
V0383,2023Q3,vertical_saas,8.054972,3-10M,spend
V0383,2023Q4,vertical_saas,6.580466,3-10M,spend
V0383,2024Q1,vertical_saas,8.436762,3-10M,spend
V0383,2024Q2,vertical_saas,8.13816,3-10M,spend
V0383,2024Q3,vertical_saas,8.994654,3-10M,spend
V0383,2024Q4,vertical_saas,8.973342,3-10M,spend
V0383,2025Q1,vertical_saas,8.06203,3-10M,spend
V0383,2025Q2,vertical_saas,10.396226,10-30M,spend
V0383,2025Q3,vertical_saas,10.710252,10-30M,spend
V0383,2025Q4,vertical_saas,8.4897,3-10M,spend
V0384,2023Q1,vertical_saas,0.38136,<1M,web
V0384,2023Q2,vertical_saas,0.50736,<1M,web
V0384,2023Q3,vertical_saas,0.378112,<1M,web
V0384,2023Q4,vertical_saas,0.415408,<1M,web
V0384,2024Q1,vertical_saas,0.417312,<1M,web
V0384,2024Q2,vertical_saas,0.470288,<1M,web
V0384,2024Q3,vertical_saas,0.430864,<1M,web
V0384,2024Q4,vertical_saas,0.53032,<1M,web
V0384,2025Q1,vertical_saas,0.593376,<1M,web
V0384,2025Q2,vertical_saas,0.656096,<1M,web
V0384,2025Q3,vertical_saas,0.677936,<1M,web
V0384,2025Q4,vertical_saas,0.600992,<1M,web
V0385,2023Q1,vertical_saas,4.8,3-10M,jobs
V0385,2023Q2,vertical_saas,4.8,3-10M,jobs
V0385,2023Q3,vertical_saas,4.8,3-10M,jobs
V0385,2023Q4,vertical_saas,4.8,3-10M,jobs
V0385,2024Q1,vertical_saas,4.8,3-10M,jobs
V0385,2024Q2,vertical_saas,4.8,3-10M,jobs
V0385,2024Q3,vertical_saas,4.8,3-10M,jobs
V0385,2024Q4,vertical_saas,4.8,3-10M,jobs
V0385,2025Q1,vertical_saas,4.8,3-10M,jobs
V0385,2025Q2,vertical_saas,0.0,<1M,jobs
V0385,2025Q3,vertical_saas,0.0,<1M,jobs
V0385,2025Q4,vertical_saas,0.0,<1M,jobs
V0386,2023Q1,vertical_saas,0.251664,<1M,web
V0386,2023Q2,vertical_saas,,no_data,none
V0386,2023Q3,vertical_saas,,no_data,none
V0386,2023Q4,vertical_saas,,no_data,none
V0386,2024Q1,vertical_saas,,no_data,none
V0386,2024Q2,vertical_saas,,no_data,none
V0386,2024Q3,vertical_saas,,no_data,none
V0386,2024Q4,vertical_saas,,no_data,none
V0386,2025Q1,vertical_saas,,no_data,none
V0386,2025Q2,vertical_saas,,no_data,none
V0386,2025Q3,vertical_saas,,no_data,none
V0386,2025Q4,vertical_saas,,no_data,none
V0387,2023Q1,vertical_saas,0.37912,<1M,web
V0387,2023Q2,vertical_saas,0.46984,<1M,web
V0387,2023Q3,vertical_saas,0.424256,<1M,web
V0387,2023Q4,vertical_saas,0.480256,<1M,web
V0387,2024Q1,vertical_saas,0.447552,<1M,web
V0387,2024Q2,vertical_saas,0.497056,<1M,web
V0387,2024Q3,vertical_saas,0.536368,<1M,web
V0387,2024Q4,vertical_saas,0.355376,<1M,web
V0387,2025Q1,vertical_saas,0.484512,<1M,web
V0387,2025Q2,vertical_saas,0.46648,<1M,web
V0387,2025Q3,vertical_saas,0.509824,<1M,web
V0387,2025Q4,vertical_saas,0.331856,<1M,web
V0388,2023Q1,vertical_saas,0.56784,<1M,web
V0388,2023Q2,vertical_saas,0.582512,<1M,web
V0388,2023Q3,vertical_saas,0.713104,<1M,web
V0388,2023Q4,vertical_saas,0.75544,<1M,web
V0388,2024Q1,vertical_saas,0.989072,<1M,web
V0388,2024Q2,vertical_saas,0.84504,<1M,web
V0388,2024Q3,vertical_saas,0.6916,<1M,web
V0388,2024Q4,vertical_saas,0.748832,<1M,web
V0388,2025Q1,vertical_saas,0.927248,<1M,web
V0388,2025Q2,vertical_saas,1.02032,1-3M,web
V0388,2025Q3,vertical_saas,0.712768,<1M,web
V0388,2025Q4,vertical_saas,0.828464,<1M,web
V0389,2023Q1,vertical_saas,43.2,30-100M,jobs
V0389,2023Q2,vertical_saas,43.2,30-100M,jobs
V0389,2023Q3,vertical_saas,50.4,30-100M,jobs
V0389,2023Q4,vertical_saas,52.8,30-100M,jobs
V0389,2024Q1,vertical_saas,55.2,30-100M,jobs
V0389,2024Q2,vertical_saas,62.4,30-100M,jobs
V0389,2024Q3,vertical_saas,72.0,30-100M,jobs
V0389,2024Q4,vertical_saas,67.2,30-100M,jobs
V0389,2025Q1,vertical_saas,69.6,30-100M,jobs
V0389,2025Q2,vertical_saas,74.4,30-100M,jobs
V0389,2025Q3,vertical_saas,79.2,30-100M,jobs
V0389,2025Q4,vertical_saas,93.6,30-100M,jobs
V0390,2023Q1,vertical_saas,48.0,30-100M,jobs
V0390,2023Q2,vertical_saas,52.8,30-100M,jobs
V0390,2023Q3,vertical_saas,57.6,30-100M,jobs
V0390,2023Q4,vertical_saas,55.2,30-100M,jobs
V0390,2024Q1,vertical_saas,60.0,30-100M,jobs
V0390,2024Q2,vertical_saas,60.0,30-100M,jobs
V0390,2024Q3,vertical_saas,64.8,30-100M,jobs
V0390,2024Q4,vertical_saas,62.4,30-100M,jobs
V0390,2025Q1,vertical_saas,69.6,30-100M,jobs
V0390,2025Q2,vertical_saas,84.0,30-100M,jobs
V0390,2025Q3,vertical_saas,84.0,30-100M,jobs
V0390,2025Q4,vertical_saas,88.8,30-100M,jobs
V0391,2023Q1,vertical_saas,1.594518,1-3M,spend
V0391,2023Q2,vertical_saas,1.37703,1-3M,spend
V0391,2023Q3,vertical_saas,1.359642,1-3M,spend
V0391,2023Q4,vertical_saas,1.201476,1-3M,spend
V0391,2024Q1,vertical_saas,1.474948,1-3M,spend
V0391,2024Q2,vertical_saas,2.092248,1-3M,spend
V0391,2024Q3,vertical_saas,1.835136,1-3M,spend
V0391,2024Q4,vertical_saas,1.6917759999999997,1-3M,spend
V0391,2025Q1,vertical_saas,2.15309,1-3M,spend
V0391,2025Q2,vertical_saas,1.7929119999999998,1-3M,spend
V0391,2025Q3,vertical_saas,2.206636,1-3M,spend
V0391,2025Q4,vertical_saas,2.262746,1-3M,spend
V0392,2023Q1,vertical_saas,6.112272,3-10M,spend
V0392,2023Q2,vertical_saas,5.602202,3-10M,spend
V0392,2023Q3,vertical_saas,7.008846000000001,3-10M,spend
V0392,2023Q4,vertical_saas,7.019844,3-10M,spend
V0392,2024Q1,vertical_saas,7.587336,3-10M,spend
V0392,2024Q2,vertical_saas,7.519861999999999,3-10M,spend
V0392,2024Q3,vertical_saas,8.260226,3-10M,spend
V0392,2024Q4,vertical_saas,8.18061,3-10M,spend
V0392,2025Q1,vertical_saas,7.678033999999999,3-10M,spend
V0392,2025Q2,vertical_saas,9.516222,3-10M,spend
V0392,2025Q3,vertical_saas,10.711698,10-30M,spend
V0392,2025Q4,vertical_saas,13.289623999999998,10-30M,spend
V0393,2023Q1,vertical_saas,0.576464,<1M,web
V0393,2023Q2,vertical_saas,0.672448,<1M,web
V0393,2023Q3,vertical_saas,0.79912,<1M,web
V0393,2023Q4,vertical_saas,0.652512,<1M,web
V0393,2024Q1,vertical_saas,0.976192,<1M,web
V0393,2024Q2,vertical_saas,0.70392,<1M,web
V0393,2024Q3,vertical_saas,0.89488,<1M,web
V0393,2024Q4,vertical_saas,0.767872,<1M,web
V0393,2025Q1,vertical_saas,0.97776,<1M,web
V0393,2025Q2,vertical_saas,0.979888,<1M,web
V0393,2025Q3,vertical_saas,0.811328,<1M,web
V0393,2025Q4,vertical_saas,0.69888,<1M,web
V0394,2023Q1,vertical_saas,,no_data,none
V0394,2023Q2,vertical_saas,,no_data,none
V0394,2023Q3,vertical_saas,,no_data,none
V0394,2023Q4,vertical_saas,,no_data,none
V0394,2024Q1,vertical_saas,,no_data,none
V0394,2024Q2,vertical_saas,,no_data,none
V0394,2024Q3,vertical_saas,,no_data,none
V0394,2024Q4,vertical_saas,,no_data,none
V0394,2025Q1,vertical_saas,,no_data,none
V0394,2025Q2,vertical_saas,,no_data,none
V0394,2025Q3,vertical_saas,,no_data,none
V0394,2025Q4,vertical_saas,,no_data,none
V0395,2023Q1,vertical_saas,12.0,10-30M,jobs
V0395,2023Q2,vertical_saas,14.4,10-30M,jobs
V0395,2023Q3,vertical_saas,14.4,10-30M,jobs
V0395,2023Q4,vertical_saas,12.0,10-30M,jobs
V0395,2024Q1,vertical_saas,16.8,10-30M,jobs
V0395,2024Q2,vertical_saas,16.8,10-30M,jobs
V0395,2024Q3,vertical_saas,16.8,10-30M,jobs
V0395,2024Q4,vertical_saas,19.2,10-30M,jobs
V0395,2025Q1,vertical_saas,0.0,<1M,jobs
V0395,2025Q2,vertical_saas,0.0,<1M,jobs
V0395,2025Q3,vertical_saas,0.0,<1M,jobs
V0395,2025Q4,vertical_saas,0.0,<1M,jobs
V0396,2023Q1,vertical_saas,19.2,10-30M,jobs
V0396,2023Q2,vertical_saas,14.4,10-30M,jobs
V0396,2023Q3,vertical_saas,19.2,10-30M,jobs
V0396,2023Q4,vertical_saas,19.2,10-30M,jobs
V0396,2024Q1,vertical_saas,21.6,10-30M,jobs
V0396,2024Q2,vertical_saas,24.0,10-30M,jobs
V0396,2024Q3,vertical_saas,0.0,<1M,jobs
V0396,2024Q4,vertical_saas,0.0,<1M,jobs
V0396,2025Q1,vertical_saas,0.0,<1M,jobs
V0396,2025Q2,vertical_saas,0.0,<1M,jobs
V0396,2025Q3,vertical_saas,0.0,<1M,jobs
V0396,2025Q4,vertical_saas,0.0,<1M,jobs
V0397,2023Q1,vertical_saas,14.4,10-30M,jobs
V0397,2023Q2,vertical_saas,14.4,10-30M,jobs
V0397,2023Q3,vertical_saas,16.8,10-30M,jobs
V0397,2023Q4,vertical_saas,19.2,10-30M,jobs
V0397,2024Q1,vertical_saas,19.2,10-30M,jobs
V0397,2024Q2,vertical_saas,21.6,10-30M,jobs
V0397,2024Q3,vertical_saas,21.6,10-30M,jobs
V0397,2024Q4,vertical_saas,26.4,10-30M,jobs
V0397,2025Q1,vertical_saas,21.6,10-30M,jobs
V0397,2025Q2,vertical_saas,9.6,3-10M,jobs
V0397,2025Q3,vertical_saas,9.6,3-10M,jobs
V0397,2025Q4,vertical_saas,9.6,3-10M,jobs
V0398,2023Q1,vertical_saas,4.340008,3-10M,spend
V0398,2023Q2,vertical_saas,4.243238,3-10M,spend
