vendor_id,quarter,arr_m,headcount,growth
V0158,2024Q3,16.526741,67,0.167970
V0158,2024Q4,19.841791,77,0.200587
V0158,2025Q1,23.652649,89,0.192062
V0158,2025Q2,27.487470,103,0.162131
V0158,2025Q3,32.237208,120,0.172796
V0158,2025Q4,37.438974,139,0.161359
V0159,2023Q1,11.073553,43,0.102823
V0159,2023Q2,12.145638,48,0.096815
V0159,2023Q3,13.472545,54,0.109250
V0159,2023Q4,14.961608,60,0.110526
V0159,2024Q1,16.192790,67,0.082289
V0159,2024Q2,17.209141,68,0.062766
V0159,2024Q3,18.204579,68,0.057844
V0159,2024Q4,18.702138,69,0.027332
V0159,2025Q1,19.589594,69,0.047452
V0159,2025Q2,19.998781,70,0.020888
V0159,2025Q3,20.490578,71,0.024591
V0159,2025Q4,20.495549,71,0.000243
V0160,2023Q1,10.040749,69,0.121570
V0160,2023Q2,11.279241,76,0.123347
V0160,2023Q3,12.455500,83,0.104285
V0160,2023Q4,13.626051,91,0.093979
V0160,2024Q1,15.183808,100,0.114322
V0160,2024Q2,16.895438,109,0.112727
V0160,2024Q3,18.567382,120,0.098958
V0160,2024Q4,20.503637,131,0.104283
V0160,2025Q1,22.578454,144,0.101193
V0160,2025Q2,24.651089,158,0.091797
V0160,2025Q3,26.647841,173,0.081001
V0160,2025Q4,29.526026,190,0.108008
V0161,2023Q1,31.843971,74,0.061569
V0161,2023Q2,33.759686,76,0.060159
V0161,2023Q3,35.374841,79,0.047843
V0161,2023Q4,37.031924,82,0.046844
V0161,2024Q1,37.546376,85,0.013892
V0161,2024Q2,38.508074,103,0.025614
V0161,2024Q3,42.243980,125,0.097016
V0161,2024Q4,51.242719,152,0.213018
V0161,2025Q1,62.708188,185,0.223748
V0161,2025Q2,75.590329,224,0.205430
V0161,2025Q3,91.835942,273,0.214917
V0161,2025Q4,108.841681,331,0.185175
V0162,2023Q1,5.396675,41,0.019879
V0162,2023Q2,5.534571,43,0.025552
V0162,2023Q3,5.737159,45,0.036604
V0162,2023Q4,5.909222,47,0.029991
V0162,2024Q1,6.243772,49,0.056615
V0162,2024Q2,6.480782,51,0.037959
V0162,2024Q3,6.874395,53,0.060736
V0162,2024Q4,7.342026,55,0.068025
V0162,2025Q1,7.675740,58,0.045453
V0162,2025Q2,8.245196,68,0.074189
V0162,2025Q3,8.852695,79,0.073679
V0162,2025Q4,10.363782,92,0.170692
V0163,2023Q1,4.800966,10,0.021529
V0163,2023Q2,4.883533,11,0.017198
V0163,2023Q3,5.038265,11,0.031684
V0163,2023Q4,5.240598,12,0.040159
V0163,2024Q1,5.466260,12,0.043060
V0163,2024Q2,5.443465,11,-0.004170
V0163,2024Q3,4.891720,10,-0.101359
V0163,2024Q4,4.305732,9,-0.119792
V0163,2025Q1,3.829562,8,-0.110590
V0163,2025Q2,3.495528,8,-0.087225
V0163,2025Q3,3.264782,7,-0.066012
V0163,2025Q4,2.986413,6,-0.085264
V0164,2023Q1,23.733382,64,0.157278
V0164,2023Q2,26.783120,73,0.128500
V0164,2023Q3,30.537623,83,0.140182
V0164,2023Q4,34.278479,95,0.122500
V0164,2024Q1,38.164922,109,0.113379
V0164,2024Q2,42.635245,124,0.117132
V0164,2024Q3,49.350716,142,0.157510
V0164,2024Q4,56.103316,142,0.136829
V0164,2025Q1,61.942149,141,0.104073
V0164,2025Q2,62.382317,141,0.007106
V0164,2025Q3,62.952132,141,0.009134
V0164,2025Q4,63.604037,141,0.010356
V0165,2023Q1,2.955466,9,0.142481
V0165,2023Q2,3.333118,10,0.127781
V0165,2023Q3,3.795809,12,0.138816
V0165,2023Q4,4.241424,13,0.117396
V0165,2024Q1,4.838798,15,0.140843
V0165,2024Q2,5.441969,17,0.124653
V0165,2024Q3,6.121204,19,0.124814
V0165,2024Q4,7.013987,19,0.145851
V0165,2025Q1,7.799146,19,0.111942
V0165,2025Q2,7.702817,19,-0.012351
V0165,2025Q3,7.504071,19,-0.025802
V0165,2025Q4,7.498716,18,-0.000714
V0166,2023Q1,16.718281,48,0.079684
V0166,2023Q2,18.256210,51,0.091991
V0166,2023Q3,19.205937,54,0.052022
V0166,2023Q4,20.668950,57,0.076175
V0166,2024Q1,22.158040,60,0.072045
V0166,2024Q2,23.750028,63,0.071847
V0166,2024Q3,24.165019,66,0.017473
V0166,2024Q4,24.792767,70,0.025978
V0166,2025Q1,25.686895,73,0.036064
V0166,2025Q2,26.633676,77,0.036858
V0166,2025Q3,27.637179,81,0.037678
V0166,2025Q4,28.744719,86,0.040074
V0167,2023Q1,4.288523,14,0.150549
V0167,2023Q2,4.956188,16,0.155687
V0167,2023Q3,5.700911,19,0.150261
V0167,2023Q4,6.597043,22,0.157191
V0167,2024Q1,7.693839,26,0.166256
V0167,2024Q2,9.232450,30,0.199980
V0167,2024Q3,10.764875,35,0.165983
V0167,2024Q4,12.897852,40,0.198142
V0167,2025Q1,15.173404,40,0.176429
V0167,2025Q2,16.614426,40,0.094970
V0167,2025Q3,15.893751,40,-0.043377
V0167,2025Q4,15.743364,39,-0.009462
V0168,2023Q1,4.562845,17,0.030194
V0168,2023Q2,4.666639,17,0.022748
V0168,2023Q3,4.860621,18,0.041568
V0168,2023Q4,5.076883,19,0.044493
V0168,2024Q1,5.368602,20,0.057460
V0168,2024Q2,5.633719,20,0.049383
V0168,2024Q3,5.534541,17,-0.017604
V0168,2024Q4,4.926100,15,-0.109935
V0168,2025Q1,4.250509,13,-0.137145
V0168,2025Q2,3.779824,12,-0.110736
V0168,2025Q3,3.352531,10,-0.113046
V0168,2025Q4,2.892724,9,-0.137152
V0169,2023Q1,39.789227,152,0.007080
V0169,2023Q2,41.866389,159,0.052204
V0169,2023Q3,44.647786,166,0.066435
V0169,2023Q4,46.126825,173,0.033127
V0169,2024Q1,47.773692,180,0.035703
V0169,2024Q2,51.236451,188,0.072483
V0169,2024Q3,54.593060,196,0.065512
V0169,2024Q4,56.459583,233,0.034190
V0169,2025Q1,59.045225,278,0.045796
V0169,2025Q2,67.091553,331,0.136274
V0169,2025Q3,79.667752,395,0.187448
V0169,2025Q4,95.269769,470,0.195839
V0170,2023Q1,37.982835,147,0.016282
V0170,2023Q2,38.460653,152,0.012580
V0170,2023Q3,38.916501,156,0.011852
V0170,2023Q4,41.001666,161,0.053580
V0170,2024Q1,41.938963,165,0.022860
V0170,2024Q2,42.702543,170,0.018207
V0170,2024Q3,44.843161,175,0.050129
V0170,2024Q4,47.958869,203,0.069480
V0170,2025Q1,51.439916,234,0.072584
V0170,2025Q2,61.626912,271,0.198037
V0170,2025Q3,73.906179,314,0.199252
V0170,2025Q4,84.899627,363,0.148749
V0171,2023Q1,3.012005,11,0.072830
V0171,2023Q2,3.142527,11,0.043334
V0171,2023Q3,3.193242,12,0.016138
V0171,2023Q4,3.367626,13,0.054610
V0171,2024Q1,3.587728,13,0.065358
V0171,2024Q2,3.805656,14,0.060743
V0171,2024Q3,4.048699,15,0.063863
V0171,2024Q4,4.290013,18,0.059603
V0171,2025Q1,4.719566,21,0.100129
V0171,2025Q2,5.535918,26,0.172972
V0171,2025Q3,6.623048,31,0.196378
V0171,2025Q4,7.927504,37,0.196957
V0172,2023Q1,7.226378,33,0.026387
V0172,2023Q2,7.481528,35,0.035308
V0172,2023Q3,7.678862,37,0.026376
V0172,2023Q4,8.192580,39,0.066900
V0172,2024Q1,8.543337,41,0.042814
V0172,2024Q2,8.891219,43,0.040720
V0172,2024Q3,9.326165,46,0.048919
V0172,2024Q4,9.964771,56,0.068475
V0172,2025Q1,11.276564,70,0.131643
V0172,2025Q2,14.032826,86,0.244424
V0172,2025Q3,18.008722,106,0.283328
V0172,2025Q4,22.683977,132,0.259611
V0173,2023Q1,16.740415,63,0.060613
V0173,2023Q2,17.633598,68,0.053355
V0173,2023Q3,19.158699,73,0.086488
V0173,2023Q4,20.935681,79,0.092751
V0173,2024Q1,22.211857,86,0.060957
V0173,2024Q2,23.518374,93,0.058821
V0173,2024Q3,25.556219,100,0.086649
V0173,2024Q4,26.968076,101,0.055245
V0173,2025Q1,28.024701,101,0.039181
V0173,2025Q2,28.449086,102,0.015143
V0173,2025Q3,28.601627,102,0.005362
V0173,2025Q4,28.901511,103,0.010485
V0174,2023Q1,10.195406,39,0.068674
V0174,2023Q2,10.834385,42,0.062673
V0174,2023Q3,11.537546,45,0.064901
V0174,2023Q4,12.524288,49,0.085524
V0174,2024Q1,13.586497,53,0.084812
V0174,2024Q2,15.244852,57,0.122059
V0174,2024Q3,16.959860,62,0.112498
V0174,2024Q4,18.694715,67,0.102292
V0174,2025Q1,21.242391,73,0.136278
V0174,2025Q2,23.504562,78,0.106493
V0174,2025Q3,25.332244,85,0.077759
V0174,2025Q4,27.420803,92,0.082447
V0175,2023Q1,13.687293,43,0.086183
V0175,2023Q2,15.167546,46,0.108148
V0175,2023Q3,16.755649,50,0.104704
V0175,2023Q4,18.133039,54,0.082205
V0175,2024Q1,19.514816,58,0.076202
V0175,2024Q2,21.186531,62,0.085664
V0175,2024Q3,23.394669,67,0.104224
V0175,2024Q4,25.316477,72,0.082147
V0175,2025Q1,27.108945,77,0.070802
V0175,2025Q2,29.683054,83,0.094954
V0175,2025Q3,32.348770,89,0.089806
V0175,2025Q4,35.251474,96,0.089732
V0176,2023Q1,5.362644,17,0.027513
V0176,2023Q2,5.535710,17,0.032273
V0176,2023Q3,5.860546,18,0.058680
V0176,2023Q4,6.140014,19,0.047686
V0176,2024Q1,6.394093,20,0.041381
V0176,2024Q2,6.701688,21,0.048106
V0176,2024Q3,7.058649,21,0.053264
V0176,2024Q4,7.754482,22,0.098579
V0176,2025Q1,8.178796,23,0.054719
V0176,2025Q2,8.601238,24,0.051651
V0176,2025Q3,9.352724,25,0.087369
V0176,2025Q4,9.968877,26,0.065880
V0177,2023Q1,22.517238,70,0.040516
V0177,2023Q2,23.602973,71,0.048218
V0177,2023Q3,24.362695,73,0.032188
V0177,2023Q4,25.218262,75,0.035118
V0177,2024Q1,25.921939,76,0.027903
V0177,2024Q2,27.024160,78,0.042521
V0177,2024Q3,27.907386,80,0.032683
V0177,2024Q4,29.125395,80,0.043645
V0177,2025Q1,28.148955,72,-0.033525
V0177,2025Q2,24.972169,65,-0.112856
V0177,2025Q3,20.925115,58,-0.162063
V0177,2025Q4,18.141385,53,-0.133033
V0178,2023Q1,3.757248,20,0.151503
V0178,2023Q2,4.164995,22,0.108523
V0178,2023Q3,4.581609,24,0.100028
V0178,2023Q4,4.967075,27,0.084133
V0178,2024Q1,5.387116,30,0.084565
V0178,2024Q2,5.847362,33,0.085435
V0178,2024Q3,6.232794,36,0.065916
V0178,2024Q4,6.644091,36,0.065989
V0178,2025Q1,7.262843,37,0.093128
V0178,2025Q2,7.351398,37,0.012193
V0178,2025Q3,7.554986,37,0.027694
V0178,2025Q4,7.495237,37,-0.007908
V0179,2023Q1,1.389715,5,0.103702
V0179,2023Q2,1.521744,6,0.095004
V0179,2023Q3,1.649401,7,0.083889
V0179,2023Q4,1.789233,7,0.084777
V0179,2024Q1,1.949405,8,0.089520
V0179,2024Q2,2.159677,9,0.107865
V0179,2024Q3,2.428442,9,0.124447
V0179,2024Q4,2.628954,10,0.082568
V0179,2025Q1,2.752409,11,0.046960
V0179,2025Q2,2.934602,12,0.066194
V0179,2025Q3,3.168519,13,0.079710
V0179,2025Q4,3.487344,15,0.100623
V0180,2023Q1,6.839356,35,0.053218
V0180,2023Q2,7.528908,38,0.100821
V0180,2023Q3,8.197239,40,0.088769
V0180,2023Q4,8.545611,43,0.042499
V0180,2024Q1,9.174352,46,0.073575
V0180,2024Q2,9.867475,49,0.075550
V0180,2024Q3,10.624542,52,0.076723
V0180,2024Q4,11.049152,55,0.039965
V0180,2025Q1,11.570554,59,0.047189
V0180,2025Q2,12.264802,63,0.060001
V0180,2025Q3,13.002899,67,0.060180
V0180,2025Q4,14.003998,71,0.076990
V0181,2023Q1,29.689819,117,0.026965
V0181,2023Q2,31.549582,121,0.062640
V0181,2023Q3,33.174407,125,0.051501
V0181,2023Q4,35.089600,128,0.057731
V0181,2024Q1,36.458818,132,0.039021
V0181,2024Q2,36.705806,136,0.006774
V0181,2024Q3,35.725271,140,-0.026713
V0181,2024Q4,35.915703,140,0.005330
V0181,2025Q1,34.444596,125,-0.040960
V0181,2025Q2,30.362879,112,-0.118501
V0181,2025Q3,27.502158,100,-0.094218
V0181,2025Q4,23.920242,90,-0.130241
V0182,2023Q1,50.443277,242,0.065837
V0182,2023Q2,53.309446,257,0.056820
V0182,2023Q3,55.830844,272,0.047297
V0182,2023Q4,57.020854,287,0.021315
V0182,2024Q1,59.202905,304,0.038268
V0182,2024Q2,61.197224,322,0.033686
V0182,2024Q3,64.547503,341,0.054746
V0182,2024Q4,69.422446,361,0.075525
V0182,2025Q1,73.311333,382,0.056018
V0182,2025Q2,78.120143,454,0.065594
V0182,2025Q3,86.614756,539,0.108738
V0182,2025Q4,104.367226,639,0.204959
V0183,2023Q1,5.638106,21,0.095952
V0183,2023Q2,6.221883,22,0.103541
V0183,2023Q3,6.900135,24,0.109011
V0183,2023Q4,7.503742,26,0.087478
V0183,2024Q1,8.141925,28,0.085049
V0183,2024Q2,8.881480,31,0.090833
V0183,2024Q3,9.871694,33,0.111492
V0183,2024Q4,11.085101,36,0.122918
V0183,2025Q1,12.726559,39,0.148078
V0183,2025Q2,13.919986,42,0.093775
V0183,2025Q3,15.138143,46,0.087511
V0183,2025Q4,15.908152,49,0.050866
V0184,2023Q1,16.205660,50,0.046857
V0184,2023Q2,17.606461,54,0.086439
V0184,2023Q3,19.332585,58,0.098039
V0184,2023Q4,20.636803,62,0.067462
V0184,2024Q1,22.292065,67,0.080209
V0184,2024Q2,24.400560,73,0.094585
V0184,2024Q3,27.369455,79,0.121673
V0184,2024Q4,30.575409,85,0.117136
V0184,2025Q1,33.660058,92,0.100887
V0184,2025Q2,36.636421,99,0.088424
V0184,2025Q3,40.170454,107,0.096462
V0184,2025Q4,43.949929,115,0.094086
V0185,2023Q1,2.740417,12,0.017102
V0185,2023Q2,2.792282,13,0.018926
V0185,2023Q3,2.907062,13,0.041106
V0185,2023Q4,3.009365,14,0.035191
V0185,2024Q1,3.177535,14,0.055882
V0185,2024Q2,3.245471,14,0.021380
V0185,2024Q3,3.380452,15,0.041590
V0185,2024Q4,3.414664,18,0.010120
V0185,2025Q1,3.584969,22,0.049875
V0185,2025Q2,4.184627,26,0.167270
V0185,2025Q3,4.980182,32,0.190114
V0185,2025Q4,5.905319,38,0.185764
V0186,2023Q1,2.300698,8,0.084094
V0186,2023Q2,2.511079,9,0.091442
V0186,2023Q3,2.768270,9,0.102423
V0186,2023Q4,3.026849,10,0.093408
V0186,2024Q1,3.346346,11,0.105554
V0186,2024Q2,3.736953,13,0.116726
V0186,2024Q3,4.140492,14,0.107986
V0186,2024Q4,4.663543,15,0.126326
V0186,2025Q1,5.144003,17,0.103025
V0186,2025Q2,5.566259,17,0.082087
V0186,2025Q3,5.912508,17,0.062205
V0186,2025Q4,5.777481,17,-0.022837
V0187,2023Q1,8.127373,28,0.048212
V0187,2023Q2,8.559188,29,0.053131
V0187,2023Q3,8.439472,30,-0.013987
V0187,2023Q4,8.481815,31,0.005017
V0187,2024Q1,8.682339,32,0.023642
V0187,2024Q2,9.028872,34,0.039912
V0187,2024Q3,9.276792,35,0.027458
V0187,2024Q4,9.362500,35,0.009239
V0187,2025Q1,9.287934,33,-0.007964
V0187,2025Q2,8.771529,30,-0.055600
V0187,2025Q3,7.889720,29,-0.100531
V0187,2025Q4,7.006578,27,-0.111936
V0188,2023Q1,0.812286,4,0.028504
V0188,2023Q2,0.853567,4,0.050820
V0188,2023Q3,0.874419,5,0.024430
V0188,2023Q4,0.905167,5,0.035163
V0188,2024Q1,0.923359,5,0.020098
V0188,2024Q2,0.959053,5,0.038656
V0188,2024Q3,1.009363,5,0.052458
V0188,2024Q4,1.082419,5,0.072379
V0188,2025Q1,1.145053,5,0.057865
V0188,2025Q2,1.190288,5,0.039505
V0188,2025Q3,1.156373,5,-0.028493
V0188,2025Q4,1.099306,5,-0.049350
V0189,2023Q1,31.749829,122,0.213831
V0189,2023Q2,38.314101,143,0.206750
V0189,2023Q3,44.808133,166,0.169495
V0189,2023Q4,52.566311,193,0.173142
V0189,2024Q1,60.875080,225,0.158063
V0189,2024Q2,70.533713,225,0.158663
V0189,2024Q3,75.493252,221,0.070314
V0189,2024Q4,73.093673,217,-0.031785
V0189,2025Q1,68.955714,212,-0.056612
V0189,2025Q2,66.838101,208,-0.030710
V0189,2025Q3,65.656173,204,-0.017683
V0189,2025Q4,65.541022,200,-0.001754
V0190,2023Q1,1.115951,4,0.035862
V0190,2023Q2,1.147032,4,0.027852
V0190,2023Q3,1.184230,5,0.032430
V0190,2023Q4,1.259534,5,0.063589
V0190,2024Q1,1.328684,5,0.054901
V0190,2024Q2,1.389255,6,0.045587
V0190,2024Q3,1.431053,6,0.030087
V0190,2024Q4,1.512570,7,0.056962
V0190,2025Q1,1.680806,8,0.111225
V0190,2025Q2,1.883087,9,0.120348
V0190,2025Q3,2.068405,11,0.098412
V0190,2025Q4,2.305218,12,0.114490
V0191,2023Q1,28.284069,80,0.052859
V0191,2023Q2,30.000451,83,0.060684
V0191,2023Q3,31.636066,86,0.054520
V0191,2023Q4,32.299783,89,0.020980
V0191,2024Q1,32.277799,92,-0.000681
V0191,2024Q2,32.880456,96,0.018671
V0191,2024Q3,33.111742,99,0.007034
V0191,2024Q4,32.947530,103,-0.004959
V0191,2025Q1,34.052894,123,0.033549
V0191,2025Q2,37.674305,147,0.106347
V0191,2025Q3,45.852627,176,0.217080
V0191,2025Q4,56.519384,210,0.232631
V0192,2023Q1,6.735298,30,0.122469
V0192,2023Q2,7.499059,33,0.113397
V0192,2023Q3,8.363697,36,0.115299
V0192,2023Q4,9.523978,39,0.138728
V0192,2024Q1,10.742767,43,0.127971
V0192,2024Q2,12.302652,43,0.145203
V0192,2024Q3,13.411292,43,0.090114
V0192,2024Q4,13.461265,43,0.003726
V0192,2025Q1,13.292101,43,-0.012567
V0192,2025Q2,13.168394,43,-0.009307
V0192,2025Q3,12.660510,43,-0.038568
V0192,2025Q4,12.396571,43,-0.020847
V0193,2023Q1,1.681014,5,0.053081
V0193,2023Q2,1.704217,6,0.013804
V0193,2023Q3,1.697124,6,-0.004162
V0193,2023Q4,1.771591,6,0.043878
V0193,2024Q1,1.832986,7,0.034655
V0193,2024Q2,1.973385,7,0.076596
V0193,2024Q3,2.083662,8,0.055882
V0193,2024Q4,2.223257,8,0.066995
V0193,2025Q1,2.304348,9,0.036474
V0193,2025Q2,2.390413,9,0.037349
V0193,2025Q3,2.500708,10,0.046140
V0193,2025Q4,2.667114,11,0.066544
V0194,2023Q1,0.699371,5,0.038515
V0194,2023Q2,0.718575,5,0.027458
V0194,2023Q3,0.751933,6,0.046423
V0194,2023Q4,0.808861,6,0.075708
V0194,2024Q1,0.814753,5,0.007285
V0194,2024Q2,0.766667,5,-0.059019
V0194,2024Q3,0.732767,4,-0.044217
V0194,2024Q4,0.669761,4,-0.085984
V0194,2025Q1,0.581299,3,-0.132079
V0194,2025Q2,0.418669,2,-0.279770
V0194,2025Q3,0.293278,1,-0.299499
V0194,2025Q4,0.210840,1,-0.281090
V0195,2023Q1,24.185263,125,0.030678
V0195,2023Q2,25.487394,131,0.053840
V0195,2023Q3,26.383035,138,0.035141
V0195,2023Q4,27.657016,145,0.048288
V0195,2024Q1,28.936516,153,0.046263
V0195,2024Q2,30.057000,160,0.038722
V0195,2024Q3,30.711171,168,0.021764
V0195,2024Q4,31.348128,177,0.020740
V0195,2025Q1,31.698253,213,0.011169
V0195,2025Q2,34.992182,255,0.103915
V0195,2025Q3,40.712240,307,0.163467
V0195,2025Q4,48.199160,369,0.183899
V0196,2023Q1,22.268542,77,0.071416
V0196,2023Q2,23.341835,82,0.048198
V0196,2023Q3,25.132497,86,0.076715
V0196,2023Q4,26.721792,91,0.063237
V0196,2024Q1,28.505216,96,0.066740
V0196,2024Q2,30.193295,114,0.059220
V0196,2024Q3,33.590806,134,0.112525
V0196,2024Q4,40.548925,159,0.207144
V0196,2025Q1,48.059030,187,0.185211
V0196,2025Q2,56.856729,221,0.183060
V0196,2025Q3,69.214728,262,0.217353
V0196,2025Q4,82.214789,309,0.187822
V0197,2023Q1,1.398164,4,0.074554
V0197,2023Q2,1.492312,5,0.067336
V0197,2023Q3,1.553677,5,0.041121
V0197,2023Q4,1.623293,5,0.044808
V0197,2024Q1,1.669980,6,0.028760
V0197,2024Q2,1.743721,6,0.044157
V0197,2024Q3,1.878214,7,0.077130
V0197,2024Q4,2.025759,8,0.078556
V0197,2025Q1,2.164373,8,0.068426
V0197,2025Q2,2.283150,9,0.054878
V0197,2025Q3,2.408486,10,0.054896
V0197,2025Q4,2.503758,10,0.039557
V0198,2023Q1,49.160855,228,0.108698
V0198,2023Q2,53.783577,244,0.094033
V0198,2023Q3,57.202024,261,0.063559
V0198,2023Q4,61.782932,279,0.080083
V0198,2024Q1,68.265501,298,0.104925
V0198,2024Q2,73.356506,319,0.074577
V0198,2024Q3,78.491246,341,0.069997
V0198,2024Q4,82.003161,365,0.044743
V0198,2025Q1,84.080035,391,0.025327
V0198,2025Q2,90.396611,418,0.075126
V0198,2025Q3,103.138871,447,0.140959
V0198,2025Q4,112.477833,478,0.090547
V0199,2023Q1,0.691328,2,0.163362
V0199,2023Q2,0.821336,3,0.188056
V0199,2023Q3,0.956178,3,0.164174
V0199,2023Q4,1.113503,4,0.164536
V0199,2024Q1,1.308360,4,0.174994
V0199,2024Q2,1.515260,5,0.158137
V0199,2024Q3,1.766069,5,0.165522
V0199,2024Q4,1.953198,5,0.105958
V0199,2025Q1,1.985634,5,0.016606
V0199,2025Q2,2.015434,5,0.015008
V0199,2025Q3,1.957740,5,-0.028626
V0199,2025Q4,1.940042,5,-0.009040
V0200,2023Q1,2.862315,10,0.035692
V0200,2023Q2,2.951664,11,0.031216
V0200,2023Q3,3.133612,11,0.061642
V0200,2023Q4,3.340862,12,0.066138
V0200,2024Q1,3.507463,12,0.049868
V0200,2024Q2,3.411040,11,-0.027491
V0200,2024Q3,3.209062,11,-0.059213
V0200,2024Q4,3.011168,10,-0.061667
V0200,2025Q1,2.815778,9,-0.064888
V0200,2025Q2,2.427251,6,-0.137982
V0200,2025Q3,1.597033,4,-0.342041
V0200,2025Q4,1.054615,3,-0.339641
V0201,2023Q1,9.114853,28,0.137924
V0201,2023Q2,10.692656,32,0.173102
V0201,2023Q3,12.666550,37,0.184603
V0201,2023Q4,15.265508,42,0.205183
V0201,2024Q1,17.961333,48,0.176596
V0201,2024Q2,20.973317,56,0.167693
V0201,2024Q3,24.748733,64,0.180010
V0201,2024Q4,29.053048,64,0.173921
V0201,2025Q1,32.264097,63,0.110524
V0201,2025Q2,32.022633,62,-0.007484
V0201,2025Q3,31.505096,62,-0.016162
V0201,2025Q4,30.639441,61,-0.027477
V0202,2023Q1,23.413695,70,0.065357
V0202,2023Q2,24.706210,74,0.055203
V0202,2023Q3,25.398089,78,0.028004
V0202,2023Q4,26.507789,82,0.043692
V0202,2024Q1,28.724379,87,0.083620
V0202,2024Q2,31.528854,92,0.097634
V0202,2024Q3,32.704429,97,0.037286
V0202,2024Q4,33.697635,103,0.030369
V0202,2025Q1,35.698183,109,0.059368
V0202,2025Q2,37.837529,115,0.059929
V0202,2025Q3,40.109102,122,0.060035
V0202,2025Q4,42.358588,129,0.056084
V0203,2023Q1,3.620668,24,0.019466
V0203,2023Q2,3.718684,25,0.027071
V0203,2023Q3,3.958064,26,0.064372
V0203,2023Q4,4.251191,27,0.074058
V0203,2024Q1,4.493906,28,0.057093
V0203,2024Q2,4.712343,29,0.048607
V0203,2024Q3,4.865942,30,0.032595
V0203,2024Q4,4.995074,32,0.026538
V0203,2025Q1,5.138780,33,0.028769
V0203,2025Q2,5.453857,38,0.061314
V0203,2025Q3,5.911906,45,0.083986
V0203,2025Q4,6.963244,52,0.177834
V0204,2023Q1,17.145092,73,0.081071
V0204,2023Q2,18.371813,78,0.071549
V0204,2023Q3,19.970845,84,0.087037
V0204,2023Q4,21.635628,90,0.083361
V0204,2024Q1,23.372845,97,0.080294
V0204,2024Q2,24.948225,104,0.067402
V0204,2024Q3,25.635644,111,0.027554
V0204,2024Q4,27.302593,119,0.065025
V0204,2025Q1,29.604395,128,0.084307
V0204,2025Q2,31.643580,137,0.068881
V0204,2025Q3,33.785045,147,0.067675
V0204,2025Q4,36.363847,158,0.076330
V0205,2023Q1,6.767105,27,0.037201
V0205,2023Q2,7.087210,27,0.047303
V0205,2023Q3,7.468149,28,0.053750
V0205,2023Q4,7.474503,28,0.000851
V0205,2024Q1,7.643425,29,0.022600
V0205,2024Q2,7.753085,30,0.014347
V0205,2024Q3,8.071650,30,0.041089
V0205,2024Q4,8.502729,31,0.053407
V0205,2025Q1,8.968289,32,0.054754
V0205,2025Q2,9.305092,39,0.037555
V0205,2025Q3,10.780905,49,0.158603
V0205,2025Q4,13.701873,61,0.270939
V0206,2023Q1,7.706882,37,0.102334
V0206,2023Q2,8.201870,40,0.064227
V0206,2023Q3,9.121846,43,0.112167
V0206,2023Q4,10.199542,47,0.118144
V0206,2024Q1,11.498371,51,0.127342
V0206,2024Q2,12.951589,55,0.126385
V0206,2024Q3,14.417393,59,0.113176
V0206,2024Q4,15.461106,64,0.072393
V0206,2025Q1,16.486315,69,0.066309
V0206,2025Q2,17.910534,75,0.086388
V0206,2025Q3,19.365575,81,0.081239
V0206,2025Q4,21.109386,88,0.090047
V0207,2023Q1,11.139447,81,0.066078
V0207,2023Q2,12.033158,88,0.080229
V0207,2023Q3,13.189382,95,0.096086
V0207,2023Q4,14.368630,102,0.089409
V0207,2024Q1,15.325740,111,0.066611
V0207,2024Q2,15.963009,120,0.041582
V0207,2024Q3,17.593762,129,0.102158
V0207,2024Q4,18.819857,140,0.069689
V0207,2025Q1,19.925657,151,0.058757
V0207,2025Q2,21.043978,163,0.056125
V0207,2025Q3,22.873971,176,0.086960
V0207,2025Q4,24.466208,191,0.069609
V0208,2023Q1,6.589410,27,0.035967
V0208,2023Q2,6.658182,28,0.010437
V0208,2023Q3,6.782648,29,0.018694
V0208,2023Q4,7.058455,30,0.040664
V0208,2024Q1,7.286216,30,0.032268
V0208,2024Q2,7.393159,36,0.014677
V0208,2024Q3,7.878325,43,0.065624
V0208,2024Q4,9.223026,50,0.170684
V0208,2025Q1,10.915460,60,0.183501
V0208,2025Q2,12.419255,70,0.137768
V0208,2025Q3,13.956307,83,0.123764
V0208,2025Q4,16.230832,98,0.162975
V0209,2023Q1,8.675433,36,0.024618
V0209,2023Q2,8.843022,36,0.019318
V0209,2023Q3,8.939307,37,0.010888
V0209,2023Q4,9.098152,38,0.017769
V0209,2024Q1,9.391206,38,0.032210
V0209,2024Q2,9.371870,35,-0.002059
V0209,2024Q3,8.640379,32,-0.078052
V0209,2024Q4,7.758314,29,-0.102086
V0209,2025Q1,7.069142,27,-0.088830
V0209,2025Q2,6.293152,24,-0.109771
V0209,2025Q3,5.596737,22,-0.110662
V0209,2025Q4,5.065869,20,-0.094853
V0210,2023Q1,23.967216,85,0.168233
V0210,2023Q2,27.728877,98,0.156950
V0210,2023Q3,32.094813,114,0.157451
V0210,2023Q4,37.010470,132,0.153160
V0210,2024Q1,44.046438,152,0.190108
V0210,2024Q2,52.124082,177,0.183389
V0210,2024Q3,60.364693,205,0.158096
V0210,2024Q4,68.912441,237,0.141602
V0210,2025Q1,80.944367,275,0.174597
V0210,2025Q2,93.035189,275,0.149372
V0210,2025Q3,102.570084,270,0.102487
V0210,2025Q4,101.258644,265,-0.012786
V0211,2023Q1,1.066025,4,0.187571
